Codigo da IES,Natureza,Situacao,DIAS,%,CI N,CI V,IGC_N,IGC_M,IGC_V,EAD_17,variacao mat,mat_T 2017,% FIES,CURSOS,saldo 2017,Variacao 17-16
2001,0,Extinta,1390,0.454545454545455,4,S/C,2.1912,2.1912,,1,0.256637168141593,339,0.0147492625368732,1,2070889.14,305.45841157003
18471,1,Ativa,845,0.307692307692308,S/C,S/C,S/D,S/D,S/D,1,0.0,49,0.0,2,-27917.96,0.0
18636,1,Ativa,1020,0.351351351351351,4,S/C,S/D,S/D,S/D,1,-0.693717277486911,382,0.0104712041884817,6,215426.42,0.305565182052996
4998,1,Ativa,3750,0.142857142857143,3,S/C,1.3076,1.3076,1.3076,0,0.0,0,0.0,0,0.0,0.0
4700,1,Ativa,2412,0.647058823529412,3,S/C,3.0509,3.1276,3.1276,1,0.238453276047261,931,0.280343716433942,9,5299136.66,0.333252905271382
3585,1,Ativa,1098,0.0833333333333333,3,S/C,1.186,1.186,1.186,1,-0.603603603603604,111,0.0,1,821500.380000001,19.2700893273782
19216,1,Ativa,871,0.8,S/C,S/C,S/D,S/D,S/D,1,0.0,61,0.0,3,5000.0,0.0
17839,1,Ativa,664,0.571428571428571,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
22143,1,Ativa,123,1.0,S/C,S/C,S/D,S/D,,0,0.0,0,0.0,-3,0.0,0.0
22116,0,Ativa,334,0.6,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1967,1,Ativa,626,0.387755102040816,3,S/C,2.3055,2.3508,2.4831141230653206,1,-0.0696920583468396,1234,0.603727714748784,5,5251672.41,-15.7678342470563
1076,0,Ativa,2138,0.625,5,S/C,2.170891733348973,2.2308,2.2479,1,-0.0584291187739464,1044,0.335249042145594,7,1713201.99,9.24796907315672
1403,1,Ativa,847,0.625,4,4,3.2599,3.2369,3.213,1,0.0828804347826087,736,0.565217391304348,6,1037571.29,-0.667656301116054
21514,1,Ativa,439,0.5,S/C,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
11818,1,Ativa,3056,0.541666666666667,3,3,4.2068,4.2068,0,1,-0.212765957446808,94,0.0,2,5097333.7,0.399567337634082
408,0,Extinta,15568,0.0,2,S/C,1.8651,1.8651,1.8651,0,0.0,0,0.0,0,0.0,0.0
18408,1,Extinta,1034,0.8,S/C,S/C,S/D,S/D,,1,-0.841121495327103,214,0.0046728971962616,5,1069221.85,-16.4791587197847
18628,1,Ativa,977,0.68421052631579,3,S/C,5.57944163973208,S/D,S/D,1,0.0,223,0.0358744394618834,3,1424655882.17,0.0
18117,1,Ativa,444,0.5,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
22100,1,Ativa,224,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2317,0,Extinta,6235,0.125,S/C,S/C,0.9216,0.9216,0.9216,0,0.0,0,0.0,0,0.0,0.0
17284,0,Ativa,774,0.65625,4,S/C,1.3311,1.3311,0.012196052014503068,1,-0.38504016064257,1992,0.0,12,15892218.79,3.74162234432234
1788,1,Ativa,6468,0.703703703703704,4,3,2.1508,2.2694,2.2694,1,0.143827859569649,883,0.202718006795017,11,1591671.8,-2.49453800629422
1394,1,Ativa,693,0.480769230769231,3,S/C,2.5154,2.5154,2.5154,1,0.647887323943662,142,0.0,3,2028501.0,-0.776286873073795
4086,1,Ativa,805,0.361111111111111,3,3,1.8935,1.8935,1.8935,1,0.222222222222222,81,0.0,5,-165000.0,-0.39344262295082
18048,1,Ativa,1160,0.264705882352941,S/C,S/C,S/D,S/D,S/D,1,-0.283018867924528,106,0.264150943396226,4,0.0,-1.0
1459,0,Ativa,2751,0.725,5,3,2.4016,2.3927,2.4922,1,-0.0473104342190538,1543,0.182760855476345,11,1530262.42,-0.645710022002105
1733,1,Ativa,823,0.464285714285714,3,S/C,2.8585,2.8663,2.8663,1,-0.116049382716049,405,0.0493827160493827,4,777510.14,1.41413893876388
4681,0,Ativa,1074,0.448275862068966,3,4,2.1003,2.0662,2.0662,1,0.340836012861736,311,0.340836012861736,3,240437538.34,40.2992767516371
18296,1,Ativa,1034,0.444444444444444,S/C,S/C,S/D,S/D,,1,0.0,128,0.2578125,5,-2154843.41,0.0
2243,1,Ativa,5964,0.468085106382979,3,3,1.2742,1.2742,1.2742,1,0.163346613545817,251,0.573705179282869,2,1240490454.3,0.305633398440824
1227,0,Ativa,2888,0.683333333333333,4,3,2.5466,2.5561,2.621,1,0.0713938805245264,2059,0.260320543953375,13,5914520.29,0.262038531047633
16895,1,Ativa,640,0.222222222222222,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2346,0,Ativa,5320,0.5,3,4,2.9746,2.6787,2.6787,1,0.176470588235294,34,0.0882352941176471,1,-416438.3,0.389675882517604
18260,1,Ativa,740,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1409,1,Ativa,1946,0.819277108433735,3,S/C,3.1045,2.7351,2.7351,1,0.0680100755667505,2382,0.135600335852225,22,1320734.31,-0.28320804385519
195,0,Ativa,269,0.764705882352941,4,3,2.8208,2.8208,,1,0.0576671035386631,1526,0.114678899082569,4,946595.800000003,-0.433616208144438
21433,1,Ativa,33,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
363,0,Ativa,2413,0.301369863013699,3,S/C,2.2472,2.5612,2.5612,1,-0.033210332103321,271,0.136531365313653,8,399261.43,0.106830678244757
13982,1,Ativa,2898,0.472868217054264,3,4,2.6491,2.6681,2.6729,1,-0.0210635359116023,5792,0.0,24,34784874.49,0.219628935750806
1192,1,Ativa,2568,0.35,3,S/C,2.5173,2.5173,2.5173,1,-0.355263157894737,76,0.0,2,-202952.09,66.6506966666667
14155,0,Ativa,395,0.142857142857143,3,3,1.2736,1.3807934698535178,1.2736,1,0.78125,64,0.0625,1,4928.24999999995,0.774452469795811
2393,0,Ativa,5633,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,3,0.0,0.0
4820,0,Ativa,1074,0.6,4,5,3.3381,3.3381,3.34,1,0.1,90,0.0,2,7754.94,0.0
1467,0,Ativa,6968,0.217391304347826,1,3,2.1403,2.4713,2.4713,0,0.0,0,0.0,0,0.0,0.0
1204,0,Ativa,7454,0.3125,3,S/C,2.0267,2.0267,2.2094,0,0.0,0,0.0,0,0.0,0.0
2256,1,Ativa,5191,0.318181818181818,3,S/C,2.2083,2.2083,2.2083,1,-0.04,75,0.0,4,164412.3,-0.365897645554789
1465,1,Ativa,7042,0.37037037037037,3,3,2.1593,2.4112,2.4112,1,0.524720893141946,1254,0.614035087719298,13,240437538.34,6.80350471217532
3400,1,Ativa,5164,0.357142857142857,3,2,1.5613,1.5613,,1,1.02884615384615,104,0.0769230769230769,2,240437538.34,60.5047366799072
2942,0,Extinta,2888,0.272727272727273,3,S/C,2.0425,2.0425,2.0425,0,0.0,0,0.0,0,0.0,0.0
14326,0,Ativa,2769,0.230769230769231,1,4,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1636,1,Ativa,906,0.545454545454545,4,3,1.69,1.69,1.69,1,0.517241379310345,29,0.0,1,560140.58,0.0234480639411427
3966,0,Ativa,980,0.650406504065041,4,S/C,2.7147,2.6968,2.6887,1,0.0374845105328376,3228,0.399318463444858,30,14551726.8,1.43651436133673
3794,1,Ativa,5576,0.5,3,S/C,0,1.2401,1.24,0,0.0,0,0.0,0,0.0,0.0
1671,1,Extinta,6587,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
13359,1,Ativa,704,0.674418604651163,4,5,2.5541,2.5959,2.5959,1,0.0390334572490707,538,0.252788104089219,10,4772993.16,1.25132840259022
4817,0,Ativa,3808,0.666666666666667,4,5,S/D,S/D,S/D,1,0.161764705882353,136,0.0,1,0.0,0.0
1836,0,Ativa,2138,0.744525547445256,3,S/C,3.1315,3.0892,3.0578,1,0.0508408290965976,5114,0.416112631990614,30,-3896955.47999999,-0.0344283784766373
22112,1,Ativa,39,0.8,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3380,0,Ativa,2139,0.444444444444444,3,S/C,2.7809,2.7809,2.7809,1,0.4,15,0.0,1,155921.71,0.275970656082324
1732,1,Ativa,6522,0.393939393939394,3,5,2.4238,2.3044,2.3044,1,0.180555555555556,144,0.0,3,-270708.28,0.088871778218423
1201,0,Ativa,2139,0.875,4,3,2.2139,2.2139,2.2139,1,0.0761589403973511,302,0.23841059602649,2,9297315.86,0.662686606401137
17553,1,Ativa,1034,0.5,3,S/C,S/D,S/D,S/D,1,0.0,45,0.0,1,3225.71999999997,0.0
3881,1,Ativa,444,0.568181818181818,3,3,2.1327,2.1327,2.073,1,-0.126748971193416,2430,0.252263374485597,10,10873074.1,0.25790245104816
2636,1,Ativa,4660,0.586206896551724,3,S/C,2.7114,2.683,2.5227,1,-0.111896348645465,849,0.161366313309776,7,6773050.67,-0.194205223138847
19554,1,Ativa,53,0.333333333333333,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
16225,1,Ativa,502,0.181818181818182,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3151,0,Ativa,6082,0.45,5,4,2.8424,2.7077,2.502413092373206,1,0.0554197229013855,7362,0.249660418364575,56,634579.009999974,-1.51116922620705
22089,0,Ativa,417,0.352941176470588,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1289,0,Extinta,860,1.0,4,4,2.4386,2.4386,2.4386,1,-0.0044742729306487,447,0.0156599552572707,1,25162.0,0.0
4030,0,Ativa,5292,0.430769230769231,3,3,2.0279,1.9334,1.9547,1,0.0309187279151943,1132,0.127208480565371,11,2352989.37,0.903235518233313
3334,1,Extinta,5978,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
30,0,Ativa,2478,0.511278195488722,4,S/C,2.9651,2.9183,2.4077,1,0.0270836059139081,7643,0.240350647651446,30,49396176.67,0.959314641724757
214,0,Ativa,1098,0.5,3,S/C,2.7521,2.4893,2.4893,1,0.179004037685061,743,0.277254374158816,3,947241.629999999,-1.09114171190897
1507,0,Ativa,1949,0.652173913043478,4,3,3.015,2.7926,,1,0.0148596587782059,1817,0.236103467253715,10,4663982.87,-0.0530445841512986
1324,0,Extinta,7242,0.1,S/C,S/C,1.923,1.923,1.923,0,0.0,0,0.0,0,0.0,0.0
3176,0,Extinta,6024,0.5,3,S/C,2.7003,2.7003,2.7003,0,0.0,0,0.0,0,0.0,0.0
4532,0,Ativa,976,0.631578947368421,3,5,2.2158,2.1083,2.1083,1,-0.292682926829268,123,0.040650406504065,8,-12596745.94,0.417892703530294
21366,1,Ativa,539,0.166666666666667,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
795,0,Ativa,10958,0.181818181818182,3,S/C,2.0617,2.0749,2.0749,1,0.429657794676806,263,0.0,5,318469.58,4.64030088305477
2827,0,Ativa,5331,0.315789473684211,3,S/C,2.8276,2.9074,3.1656,1,0.187817258883249,394,0.0431472081218274,3,-126244.16,-0.495589752179073
18019,0,Ativa,1239,0.636363636363636,3,S/C,S/D,S/D,S/D,1,-0.525,160,0.0,1,35705.4000000001,-1.07847445694383
302,1,Ativa,805,0.583333333333333,3,3,2.8118,2.9264,2.9264,1,-0.593008739076155,801,0.273408239700375,5,779067.37,-4.05885002083611
12946,1,Ativa,3105,0.80952380952381,3,4,1.8816,1.8816,1.8816,1,0.618421052631579,152,0.289473684210526,2,14860246.05,-0.979889271786361
2642,0,Ativa,4553,0.625,3,3,1.7261,1.8167,1.9507,1,0.206989247311828,372,0.739247311827957,6,-1192528.8,-0.247368102273926
143,0,Ativa,26072,0.716883116883117,4,4,2.2162654038868914,2.3634,2.3516,1,0.202528019479357,27927,0.0478390088444874,62,3590053.81999999,-0.550992610195829
4533,1,Ativa,3689,0.285714285714286,4,4,2.554,2.554,,1,-0.102331606217617,1544,0.392487046632124,7,1805743.33,-0.985095677191489
4178,1,Extinta,4169,0.2,2,2,1.8916,0,0,0,0.0,0,0.0,0,0.0,0.0
1257,0,Ativa,7342,0.321428571428571,3,3,1.8659,1.9274,1.9274,1,0.286052009456265,423,0.0,10,-14627246240.0,-691.540276282223
2469,1,Ativa,6234,0.277777777777778,3,2,1.5358,1.409812237234826,1.5381,1,0.063321385902031,837,0.260454002389486,8,2039366.12,-0.512234376940871
21877,1,Ativa,410,0.7,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,1,0.0,0.0
2687,1,Ativa,395,0.701754385964912,4,3,2.6309,2.6309,,1,0.0474198047419805,1434,0.242677824267782,4,5637129.27,-25.2203875105424
17138,0,Ativa,1106,0.688888888888889,3,S/C,3.0881,2.8894,,1,-0.0311325818572196,1863,0.214707461084273,13,49592.25,-1.14781232833876
15894,1,Ativa,1663,0.411764705882353,S/C,S/C,S/D,S/D,S/D,1,-0.595628415300546,183,0.229508196721311,2,782622.58,89.2955943945273
21876,1,Ativa,298,0.5,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21931,1,Ativa,203,0.428571428571429,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4201,1,Ativa,33,0.28125,3,4,2.3206,2.3206,2.3206,1,0.471337579617834,157,0.0,3,-676813330.0,0.0865913258014939
705,0,Ativa,1351,0.610169491525424,4,4,3.1895,3.0915,2.8619,1,0.38646288209607,1832,0.0141921397379913,13,9310093.06,0.189342072705781
18038,0,Ativa,647,0.666666666666667,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3896,0,Ativa,3750,0.333333333333333,2,S/C,3.1446,3.1446,3.1446,1,-0.584905660377359,159,0.0125786163522013,4,147754.81,0.415053596036925
1247,0,Ativa,2751,0.4,3,S/C,2.7099,2.7099,2.7099,0,0.0,0,0.0,0,0.0,0.0
2846,0,Ativa,5603,1.0,3,S/C,2.5368,2.5368,2.5368,0,0.0,0,0.0,0,0.0,0.0
5101,1,Extinta,3699,0.0,0,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
14133,0,Ativa,1623,0.6,3,3,2.1866,2.1862,2.1862,1,0.0609756097560976,164,0.0060975609756097,3,35582.3499999999,-0.799629826352963
18158,1,Ativa,88,1.0,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1416,0,Extinta,7076,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
10418,1,Ativa,3528,0.6,1,4,0,1.908,1.835738253849796,1,0.0,26,0.615384615384615,2,240437538.34,32217.7164153677
4630,1,Extinta,4928,0.233333333333333,3,3,0,0,2.62,0,0.0,0,0.0,0,0.0,0.0
12749,1,Ativa,3415,0.666666666666667,3,3,6.860696667393224,2.2371,0,1,-0.118055555555556,144,0.555555555555556,2,117006.49,-2.67221019647303
125,0,Ativa,522,0.655601659751037,3,2,2.5112,2.5958,2.5958,1,-0.306784660766962,2712,0.123525073746313,23,5629047.66,-0.388536880744879
3882,0,Ativa,4402,0.0,2,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1335,1,Ativa,7237,0.454545454545455,3,S/C,0,2.01,2.2,0,0.0,0,0.0,0,0.0,0.0
14095,1,Ativa,2518,0.3,2,3,S/D,S/D,,1,0.727272727272727,11,0.0,1,-239090.0,-84.755087961366
4329,1,Ativa,3912,0.214285714285714,3,2,1.6522,1.6522,1.6522,1,0.165492957746479,284,0.0,0,-362393.32,-1.57798197651882
21924,1,Ativa,291,0.8,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1582,1,Extinta,1417,0.5,3,S/C,2.4067,2.3612,2.3612,1,-0.278409090909091,352,0.119318181818182,4,202663687.6,-1.02099765566603
18620,1,Ativa,308,0.375,3,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
2525,0,Extinta,5577,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21993,0,Ativa,95,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2343,1,Ativa,6220,0.63265306122449,4,3,2.7029,2.8745,2.8142,1,0.0028830313014827,2428,0.345963756177924,9,4564869.8,-0.521031412481528
2835,1,Ativa,2496,0.531486146095718,5,4,2.5818,2.5965,2.5497,1,0.0170566621543222,25855,0.238097079868497,71,202663687.6,-0.500849196937428
1536,1,Ativa,567,0.514285714285714,4,3,2.2431,2.2805,2.2805,1,-0.105714285714286,1050,0.327619047619048,12,1471049.44,-0.246503331550819
3746,1,Ativa,906,0.298245614035088,4,3,2.9023,2.9023,2.9023,1,1.272,375,0.056,5,507279.520000001,-1.02519792022068
519,0,Ativa,2701,0.559241706161137,3,S/C,2.3801,2.2313,6.138566488208581,1,0.0249827308312227,8686,0.239005295878425,41,1350205.44,-14.5856545485494
1958,0,Ativa,1949,0.727272727272727,4,4,2.4092,2.6614,2.6614,1,0.166180758017493,343,0.0553935860058309,7,582044.12,-0.546965764283871
20530,0,Ativa,593,0.6,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4005,0,Ativa,4130,0.285714285714286,4,S/C,0,0,0,0,0.0,0,0.0,1,0.0,0.0
197,0,Ativa,823,0.611111111111111,3,3,2.1639,2.1991,2.1991,1,-0.0014492753623188,1380,0.15,6,-2736170.63,0.0715644209380133
14892,1,Ativa,2751,0.666666666666667,5,5,0,0,0,1,-0.22673031026253,419,0.336515513126492,1,13416406.69,1.31179829420501
1546,0,Ativa,522,0.513513513513514,4,S/C,2.417,2.6112,,1,-0.121844127332602,911,0.0,8,3259126.03,1.02994639059246
4442,1,Ativa,4816,0.473684210526316,3,3,2.2363,2.2363,2.2363,1,1.72549019607843,102,0.588235294117647,1,240437538.34,113.987414144089
4162,0,Ativa,4470,0.72972972972973,4,3,2.6374,2.8915,2.792,1,0.265758091993186,587,0.0988074957410562,7,-1918020.61,0.76369398716415
1505,0,Extinta,6905,0.2,S/C,S/C,2.4421,2.44,2.44,0,0.0,0,0.0,0,0.0,0.0
1504,0,Ativa,977,0.791907514450867,4,4,2.2131,2.2352,2.0324,1,0.148494860499266,5448,0.0051395007342143,25,24192808.67,-0.667491664308755
1851,0,Ativa,1005,0.680851063829787,5,4,4.2379,4.2557,4.2874,1,0.132420091324201,1314,0.0,7,9473343.67,-1.0
3610,1,Ativa,97,0.547169811320755,4,4,2.8989,2.8715,2.7559,1,0.14907210222087,3287,0.299665348341953,21,48554818.16,0.107940170058897
18148,1,Ativa,1007,0.833333333333333,S/C,S/C,S/D,0.11800747963043891,S/D,1,0.0,143,0.0559440559440559,1,572520.32,0.0
2444,0,Ativa,885,0.377049180327869,3,2,1.7398,1.7398,1.7398,1,-0.558558558558559,333,0.561561561561562,15,2008381.0,1.56860318514965
14165,0,Ativa,53,1.0,4,3,3.1563,3.0385,3.0385,1,0.0154185022026432,454,0.383259911894273,5,9822766.67000001,-1.91113255589959
22022,1,Extinta,4207,0.0,S/D,S/D,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
17902,1,Ativa,823,0.261904761904762,3,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
2855,1,Ativa,805,0.574468085106383,3,4,2.2322,2.2909,2.2909,1,-0.0160427807486631,1122,0.20855614973262,10,3414231.71,0.154203269896389
2322,1,Extinta,5213,0.0,3,S/C,1.4324,1.4324,1.43,0,0.0,0,0.0,1,0.0,0.0
18046,1,Ativa,1081,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-1,0.0,0.0
18010,1,Ativa,1239,0.6875,S/C,S/C,S/D,S/D,S/D,1,0.0,103,0.0,4,119406471.88,0.0
362,1,Ativa,33,0.25,3,2,2.7009,2.7009,1.5066,1,-0.191666666666667,120,0.0,1,13241297.82,2.95196898919353
22093,1,Ativa,567,1.0,S/D,S/D,S/D,S/D,,1,0.0,54,0.0,1,459274.04,0.0
4742,0,Ativa,740,0.423913043478261,3,S/C,2.4452,2.5477,2.630470707258713,1,0.0440097799511003,818,0.0,7,1101909.53,-0.987989432935778
22161,1,Ativa,33,0.333333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1724,1,Ativa,2371,0.571428571428571,3,3,2.1388,2.6405,2.6405,1,0.397590361445783,166,0.0481927710843374,3,240437538.34,0.0886639122336301
2189,1,Ativa,828,0.627906976744186,3,3,2.3087,2.4834,2.4944,1,-0.0542320356381949,5163,0.0050358318806895,19,3471494.58,-0.897318100051958
5593,0,Extinta,1351,0.703703703703704,4,S/C,2.7905,2.603,2.4439,1,-0.035097192224622,1852,0.0426565874730022,7,2457110.2,-0.135239320775445
203,1,Ativa,906,0.709382151029748,4,5,3.2443,3.1956,3.171,1,0.0692721634439986,21928,0.227061291499453,58,283358779.03,-0.151417145784119
1208,0,Ativa,2888,0.686567164179105,4,3,2.8177,2.8359,2.8359,1,0.0420673076923077,1664,0.240985576923077,8,7759185.7,0.12405953237969
360,0,Ativa,84,0.517857142857143,4,3,2.3046,1.9065,1.6781,1,-0.555555555555556,1062,0.0084745762711864,9,1703016.37,0.0073200544207237
3527,0,Extinta,5191,0.0,S/C,S/C,1.43,1.43,,0,0.0,0,0.0,0,0.0,0.0
1562,0,Ativa,578,0.35,3,3,2.4249,2.3433,2.338363232873442,1,0.0254237288135593,118,0.220338983050847,2,240437538.34,181.367904106701
17226,0,Ativa,906,0.5,3,S/C,2.1034,2.1034,2.1034,1,-0.0915860014892033,1343,0.328369322412509,1,5741564.0,0.32638732142818
12597,0,Ativa,3105,0.75,3,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
21365,1,Ativa,266,0.1875,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19050,1,Ativa,1034,0.733333333333333,S/C,S/C,S/D,S/D,S/D,1,0.0,62,0.032258064516129,1,343583.76,0.0
4204,1,Ativa,5150,0.111111111111111,3,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1307,1,Ativa,7279,0.310344827586207,5,S/C,2.5367,2.6147,2.5572,1,-0.0047477744807121,1685,0.358456973293769,9,12453785.4,-0.142714735002814
4255,0,Ativa,143,0.786885245901639,4,3,2.4596,2.5087,2.4845,1,0.0755040755040755,2331,0.0265980265980266,17,14600306.45,-0.541581249019618
3693,0,Ativa,1081,0.428571428571429,3,S/C,2.3969,2.3969,2.3969,0,0.0,0,0.0,0,0.0,0.0
1045,1,Ativa,740,0.704081632653061,4,3,2.2969,2.4964,,1,0.0337416223711577,4327,0.334642939681072,21,1052726759.1,0.189707637063632
18258,1,Ativa,1034,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2342,1,Ativa,6149,0.222222222222222,4,S/C,3.5146,3.5146,3.5146,0,0.0,0,0.0,0,0.0,0.0
3663,1,Ativa,5018,0.451923076923077,3,S/C,3.0619,2.856,2.8551,1,1.74932614555256,371,0.417789757412399,12,117202.07,-1.0
2630,0,Extinta,5120,0.727272727272727,3,S/C,3.5114,3.411,3.411,1,0.686131386861314,137,0.642335766423358,4,1867036.01,-0.946873647327859
2808,1,Ativa,5040,0.3,3,5,1.8001,1.8001,,1,0.944444444444444,36,0.166666666666667,1,-109799.1,-12.4074261082592
21592,1,Ativa,266,0.3,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4257,0,Ativa,3912,0.411764705882353,2,S/C,2.6948,3.0358,3.0358,1,-0.191176470588235,68,0.0,3,674025.84,9.37464617434359
2722,0,Extinta,5761,0.375,4,S/C,2.2701,2.0111,1.9814,0,0.0,0,0.0,1,0.0,0.0
1717,1,Ativa,885,0.6875,4,3,2.3603,2.2348,2.0164,1,-0.0546654099905749,2122,0.127238454288407,12,2722043.98000001,0.0623789470040732
17622,1,Ativa,1453,0.652173913043478,4,S/C,S/D,S/D,S/D,1,-0.783132530120482,415,0.0024096385542168,4,1133389.06,-1.00010626239053
12625,1,Ativa,805,0.571428571428571,5,4,S/D,S/D,S/D,1,-0.0483870967741935,124,0.564516129032258,1,67946547.63,0.666314142108072
22076,1,Ativa,390,0.6,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19786,1,Ativa,539,0.307692307692308,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-3,0.0,0.0
15135,0,Ativa,1111,0.142857142857143,3,S/C,S/D,S/D,S/D,1,0.0,35,0.0,1,-426006.99,0.0
22088,1,Ativa,342,1.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,3,0.0,0.0
1103,0,Extinta,7623,0.0,2,S/C,1.54,1.54,1.54,0,0.0,0,0.0,0,0.0,0.0
1824,0,Ativa,6447,0.0,2,S/C,0,0,0.03248645393466945,0,0.0,0,0.0,0,0.0,0.0
1170,0,Ativa,1005,0.607142857142857,3,S/C,2.9148,2.7971,2.8032,1,-0.0795518207282914,1785,0.408963585434174,10,1591327.64,1.03535896920462
19266,1,Ativa,97,0.166666666666667,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1643,0,Ativa,217,0.45,3,3,3.4388,3.4814,3.3295,1,0.0222187694220013,6436,0.438160348042262,14,5047609.35,1.86191828804519
2456,0,Ativa,97,0.5,3,3,2.0706,2.0706,2.0706,1,0.188811188811189,143,0.013986013986014,2,1010133.84,1.75882810238292
19848,1,Ativa,28,0.333333333333333,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
17400,1,Ativa,1510,0.5,S/C,S/C,S/D,S/D,,1,-0.75,8,0.0,0,-110063.0,0.733607569575528
4632,1,Ativa,4553,0.588235294117647,3,3,2.5450334904329432,2.5723,2.5723,1,0.384279475982533,229,0.0131004366812227,13,307966.38,-0.687856909414834
17688,1,Ativa,1160,0.307692307692308,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1710,1,Ativa,668,0.357142857142857,4,S/C,1.9821,2.4446,2.4446,1,0.161518661518661,1554,0.403474903474904,3,1052726759.1,0.189707637063632
15468,0,Ativa,8075,0.444444444444444,3,3,2.5946,2.1598,1.71,1,0.025735294117647,272,0.0367647058823529,3,12899.4399999999,0.228589960263229
1067,1,Ativa,531,0.5,3,5,1.5984,1.5984,1.5984,1,-0.0580357142857143,448,0.0558035714285714,5,1479116.21,-2.52387150772341
2961,1,Ativa,4354,0.577464788732394,4,4,2.9432,2.8415,2.8415,1,-0.0023391812865497,1710,0.57953216374269,14,6510687.69,0.404305502972893
2302,1,Extinta,5715,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
18956,0,Ativa,808,0.25,3,S/C,S/D,S/D,S/D,1,0.0,32,0.0,1,-228557.94,0.0
22170,1,Ativa,214,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1325,0,Ativa,1005,0.543859649122807,3,S/C,2.4664,2.4191,,1,-0.0937062937062937,1430,0.241958041958042,9,7659445.16,0.63014700272424
15502,0,Ativa,2244,0.6,4,4,S/D,S/D,S/D,1,-0.0254237288135594,118,0.0,1,-441503.16,-0.396456438615411
1609,1,Ativa,6689,0.296296296296296,3,S/C,2.0462,2.0462,2.0462,1,0.088235294117647,136,0.0,2,745451.19,0.084924136103868
387,0,Ativa,2736,0.729857819905213,5,3,3.0467199030601564,2.8891,,1,0.0519586785312467,9777,0.267157614810269,53,45148939.32,-0.0151121079870389
